Index;Education level;Degree;Tuition fees;ID;Branches of Science;Group of Professions;Year;Number of Applications;Number of Students
238;Higher Education;Specialist's degree;Full pay / tuition fee;1;Mathematical and Natural Sciences;Biological Sciences;2014;NaN;85
239;Higher Education;Specialist's degree;Full pay / tuition fee;2;Engineering and Technology;Architecture;2014;NaN;0
240;Higher Education;Specialist's degree;Full pay / tuition fee;2;Engineering and Technology;Construction Equipment and Technologies;2014;NaN;1585
241;Higher Education;Specialist's degree;Full pay / tuition fee;2;Engineering and Technology;Information Technology;2014;NaN;21
242;Higher Education;Specialist's degree;Full pay / tuition fee;2;Engineering and Technology;Information Security;2014;NaN;480
243;Higher Education;Specialist's degree;Full pay / tuition fee;2;Engineering and Technology;Electronics, and Radio Engineering and Communication Systems;2014;NaN;84
244;Higher Education;Specialist's degree;Full pay / tuition fee;2;Engineering and Technology;Photonics, Instrument Engineering, Optical and Biotechnical Technologies;2014;NaN;3
245;Higher Education;Specialist's degree;Full pay / tuition fee;2;Engineering and Technology;Electrical and Thermal Power Engineering;2014;NaN;4
246;Higher Education;Specialist's degree;Full pay / tuition fee;2;Engineering and Technology;Nuclear Energy and Technology;2014;NaN;78
247;Higher Education;Specialist's degree;Full pay / tuition fee;2;Engineering and Technology;Mechanical Engineering;2014;NaN;163
248;Higher Education;Specialist's degree;Full pay / tuition fee;2;Engineering and Technology;Physics and Technical Sciences and Technologies;2014;NaN;1
249;Higher Education;Specialist's degree;Full pay / tuition fee;2;Engineering and Technology;Weaponry and Military Technology;2014;NaN;18
250;Higher Education;Specialist's degree;Full pay / tuition fee;2;Engineering and Technology;Chemical Technologies;2014;NaN;56
251;Higher Education;Specialist's degree;Full pay / tuition fee;2;Engineering and Technology;Industrial Ecology and Biotechnology;2014;NaN;0
252;Higher Education;Specialist's degree;Full pay / tuition fee;2;Engineering and Technology;Industrial Safety and Environmental Management;2014;NaN;673
253;Higher Education;Specialist's degree;Full pay / tuition fee;2;Engineering and Technology;Geology, Mining, Oil and Gas Engineering and Geodesy;2014;NaN;2228
254;Higher Education;Specialist's degree;Full pay / tuition fee;2;Engineering and Technology;Material Technology;2014;NaN;0
255;Higher Education;Specialist's degree;Full pay / tuition fee;2;Engineering and Technology;Transport Equipment and Technologies;2014;NaN;4898
256;Higher Education;Specialist's degree;Full pay / tuition fee;2;Engineering and Technology;Aviation, Rocket, and Space Technology;2014;NaN;185
257;Higher Education;Specialist's degree;Full pay / tuition fee;2;Engineering and Technology;Air Navigation and Operation of Aviation, Rocket and Space Technology;2014;NaN;291
258;Higher Education;Specialist's degree;Full pay / tuition fee;2;Engineering and Technology;Shipbuilding and Water Transport Technologies;2014;NaN;2276
259;Higher Education;Specialist's degree;Full pay / tuition fee;2;Engineering and Technology;Technical Management;2014;NaN;9
260;Higher Education;Specialist's degree;Full pay / tuition fee;2;Engineering and Technology;Nanotechnology;2014;NaN;0
261;Higher Education;Specialist's degree;Full pay / tuition fee;2;Engineering and Technology;Light Industry Technologies;2014;NaN;0
262;Higher Education;Specialist's degree;Full pay / tuition fee;3;Healthcare and Medicine;Fundamental Medicine;2014;NaN;285
263;Higher Education;Specialist's degree;Full pay / tuition fee;3;Healthcare and Medicine;Clinical Medicine;2014;NaN;22635
264;Higher Education;Specialist's degree;Full pay / tuition fee;3;Healthcare and Medicine;Health Sciences and Preventive Healthcare;2014;NaN;393
265;Higher Education;Specialist's degree;Full pay / tuition fee;3;Healthcare and Medicine;Pharmacy;2014;NaN;3433
266;Higher Education;Specialist's degree;Full pay / tuition fee;3;Healthcare and Medicine;Nursing;2014;NaN;0
267;Higher Education;Specialist's degree;Full pay / tuition fee;4;Agriculture;Agriculture, Forestry, and Fisheries;2014;NaN;0
268;Higher Education;Specialist's degree;Full pay / tuition fee;4;Agriculture;Veterinary Medicine and Zootechnics;2014;NaN;1819
269;Higher Education;Specialist's degree;Full pay / tuition fee;5;Social Sciences;Psychology;2014;NaN;1986
270;Higher Education;Specialist's degree;Full pay / tuition fee;5;Social Sciences;Economics and Management;2014;NaN;16963
271;Higher Education;Specialist's degree;Full pay / tuition fee;5;Social Sciences;Sociology and Social Services;2014;NaN;0
272;Higher Education;Specialist's degree;Full pay / tuition fee;5;Social Sciences;Jurisprudence;2014;NaN;5758
273;Higher Education;Specialist's degree;Full pay / tuition fee;5;Social Sciences;Political Science and Regional Studies;2014;NaN;0
274;Higher Education;Specialist's degree;Full pay / tuition fee;5;Social Sciences;Mass Media and Information;2014;NaN;0
275;Higher Education;Specialist's degree;Full pay / tuition fee;5;Social Sciences;Service and Tourism;2014;NaN;0
276;Higher Education;Specialist's degree;Full pay / tuition fee;6;Education Sciences and Pedagogy;Education Sciences and Pedagogy;2014;NaN;154
277;Higher Education;Specialist's degree;Full pay / tuition fee;7;Humanities;Linguistics and Philology;2014;NaN;1068
278;Higher Education;Specialist's degree;Full pay / tuition fee;7;Humanities;History and Archaeology;2014;NaN;0
279;Higher Education;Specialist's degree;Full pay / tuition fee;7;Humanities;Philosophy, Ethics, and Religious Studies;2014;NaN;0
280;Higher Education;Specialist's degree;Full pay / tuition fee;7;Humanities;Theology;2014;NaN;0
281;Higher Education;Specialist's degree;Full pay / tuition fee;7;Humanities;Physical Education and Sports;2014;NaN;0
282;Higher Education;Specialist's degree;Full pay / tuition fee;8;Arts and Culture;Art History;2014;NaN;0
283;Higher Education;Specialist's degree;Full pay / tuition fee;8;Arts and Culture;Cultural Studies and Socio-Cultural Projects;2014;NaN;76
284;Higher Education;Specialist's degree;Full pay / tuition fee;8;Arts and Culture;Performing Arts and Literary Creativity;2014;NaN;1186
285;Higher Education;Specialist's degree;Full pay / tuition fee;8;Arts and Culture;Musical Art;2014;NaN;348
286;Higher Education;Specialist's degree;Full pay / tuition fee;8;Arts and Culture;Design and Restoration;2014;NaN;393
287;Higher Education;Specialist's degree;Full pay / tuition fee;8;Arts and Culture;Film and Screen Arts;2014;NaN;893
288;Higher Education;Specialist's degree;Full pay / tuition fee;9;Military Science;Military Management;2014;NaN;0
289;Higher Education;Specialist's degree;Full pay / tuition fee;9;Military Science;Ensuring National Security;2014;NaN;NaN
290;Higher Education;Specialist's degree;Full pay / tuition fee;10;Oriental and African Studies;Oriental and African Studies;2014;NaN;0
291;Higher Education;Master's degree;Full pay / tuition fee;1;Mathematical and Natural Sciences;Mathematics and Mechanics;2014;NaN;105
292;Higher Education;Master's degree;Full pay / tuition fee;1;Mathematical and Natural Sciences;Computer Science;2014;NaN;137
293;Higher Education;Master's degree;Full pay / tuition fee;1;Mathematical and Natural Sciences;Physics and Astronomy;2014;NaN;101
294;Higher Education;Master's degree;Full pay / tuition fee;1;Mathematical and Natural Sciences;Chemistry;2014;NaN;64
295;Higher Education;Master's degree;Full pay / tuition fee;1;Mathematical and Natural Sciences;Earth Science;2014;NaN;216
296;Higher Education;Master's degree;Full pay / tuition fee;1;Mathematical and Natural Sciences;Biological Sciences;2014;NaN;132
297;Higher Education;Master's degree;Full pay / tuition fee;2;Engineering and Technology;Architecture;2014;NaN;167
298;Higher Education;Master's degree;Full pay / tuition fee;2;Engineering and Technology;Construction Equipment and Technologies;2014;NaN;825
299;Higher Education;Master's degree;Full pay / tuition fee;2;Engineering and Technology;Information Technology;2014;NaN;757
300;Higher Education;Master's degree;Full pay / tuition fee;2;Engineering and Technology;Information Security;2014;NaN;75
301;Higher Education;Master's degree;Full pay / tuition fee;2;Engineering and Technology;Electronics, and Radio Engineering and Communication Systems;2014;NaN;141
302;Higher Education;Master's degree;Full pay / tuition fee;2;Engineering and Technology;Photonics, Instrument Engineering, Optical and Biotechnical Technologies;2014;NaN;72
303;Higher Education;Master's degree;Full pay / tuition fee;2;Engineering and Technology;Electrical and Thermal Power Engineering;2014;NaN;422
304;Higher Education;Master's degree;Full pay / tuition fee;2;Engineering and Technology;Nuclear Energy and Technology;2014;NaN;9
305;Higher Education;Master's degree;Full pay / tuition fee;2;Engineering and Technology;Mechanical Engineering;2014;NaN;300
306;Higher Education;Master's degree;Full pay / tuition fee;2;Engineering and Technology;Physics and Technical Sciences and Technologies;2014;NaN;20
307;Higher Education;Master's degree;Full pay / tuition fee;2;Engineering and Technology;Weaponry and Military Technology;2014;NaN;0
308;Higher Education;Master's degree;Full pay / tuition fee;2;Engineering and Technology;Chemical Technologies;2014;NaN;156
309;Higher Education;Master's degree;Full pay / tuition fee;2;Engineering and Technology;Industrial Ecology and Biotechnology;2014;NaN;167
310;Higher Education;Master's degree;Full pay / tuition fee;2;Engineering and Technology;Industrial Safety and Environmental Management;2014;NaN;380
311;Higher Education;Master's degree;Full pay / tuition fee;2;Engineering and Technology;Geology, Mining, Oil and Gas Engineering and Geodesy;2014;NaN;603
312;Higher Education;Master's degree;Full pay / tuition fee;2;Engineering and Technology;Material Technology;2014;NaN;73
313;Higher Education;Master's degree;Full pay / tuition fee;2;Engineering and Technology;Transport Equipment and Technologies;2014;NaN;149
314;Higher Education;Master's degree;Full pay / tuition fee;2;Engineering and Technology;Aviation, Rocket, and Space Technology;2014;NaN;97
315;Higher Education;Master's degree;Full pay / tuition fee;2;Engineering and Technology;Air Navigation and Operation of Aviation, Rocket and Space Technology;2014;NaN;17
316;Higher Education;Master's degree;Full pay / tuition fee;2;Engineering and Technology;Shipbuilding and Water Transport Technologies;2014;NaN;26
317;Higher Education;Master's degree;Full pay / tuition fee;2;Engineering and Technology;Technical Management;2014;NaN;401
318;Higher Education;Master's degree;Full pay / tuition fee;2;Engineering and Technology;Nanotechnology;2014;NaN;11
319;Higher Education;Master's degree;Full pay / tuition fee;2;Engineering and Technology;Light Industry Technologies;2014;NaN;34
320;Higher Education;Master's degree;Full pay / tuition fee;3;Healthcare and Medicine;Fundamental Medicine;2014;NaN;0
321;Higher Education;Master's degree;Full pay / tuition fee;3;Healthcare and Medicine;Clinical Medicine;2014;NaN;0
322;Higher Education;Master's degree;Full pay / tuition fee;3;Healthcare and Medicine;Health Sciences and Preventive Healthcare;2014;NaN;64
323;Higher Education;Master's degree;Full pay / tuition fee;3;Healthcare and Medicine;Pharmacy;2014;NaN;0
324;Higher Education;Master's degree;Full pay / tuition fee;3;Healthcare and Medicine;Nursing;2014;NaN;0
325;Higher Education;Master's degree;Full pay / tuition fee;4;Agriculture;Agriculture, Forestry, and Fisheries;2014;NaN;311
326;Higher Education;Master's degree;Full pay / tuition fee;4;Agriculture;Veterinary Medicine and Zootechnics;2014;NaN;78
327;Higher Education;Master's degree;Full pay / tuition fee;5;Social Sciences;Psychology;2014;NaN;1639
328;Higher Education;Master's degree;Full pay / tuition fee;5;Social Sciences;Economics and Management;2014;NaN;18086
329;Higher Education;Master's degree;Full pay / tuition fee;5;Social Sciences;Sociology and Social Services;2014;NaN;371
330;Higher Education;Master's degree;Full pay / tuition fee;5;Social Sciences;Jurisprudence;2014;NaN;10377
331;Higher Education;Master's degree;Full pay / tuition fee;5;Social Sciences;Political Science and Regional Studies;2014;NaN;674
332;Higher Education;Master's degree;Full pay / tuition fee;5;Social Sciences;Mass Media and Information;2014;NaN;408
333;Higher Education;Master's degree;Full pay / tuition fee;5;Social Sciences;Service and Tourism;2014;NaN;192
334;Higher Education;Master's degree;Full pay / tuition fee;6;Education Sciences and Pedagogy;Education Sciences and Pedagogy;2014;NaN;4570
335;Higher Education;Master's degree;Full pay / tuition fee;7;Humanities;Linguistics and Philology;2014;NaN;1154
336;Higher Education;Master's degree;Full pay / tuition fee;7;Humanities;History and Archaeology;2014;NaN;295
337;Higher Education;Master's degree;Full pay / tuition fee;7;Humanities;Philosophy, Ethics, and Religious Studies;2014;NaN;103
338;Higher Education;Master's degree;Full pay / tuition fee;7;Humanities;Theology;2014;NaN;107
339;Higher Education;Master's degree;Full pay / tuition fee;7;Humanities;Physical Education and Sports;2014;NaN;655
340;Higher Education;Master's degree;Full pay / tuition fee;8;Arts and Culture;Art History;2014;NaN;253
341;Higher Education;Master's degree;Full pay / tuition fee;8;Arts and Culture;Cultural Studies and Socio-Cultural Projects;2014;NaN;174
342;Higher Education;Master's degree;Full pay / tuition fee;8;Arts and Culture;Performing Arts and Literary Creativity;2014;NaN;69
343;Higher Education;Master's degree;Full pay / tuition fee;8;Arts and Culture;Musical Art;2014;NaN;127
